"tip","mean","median","sd","CI_low","CI_high"
"166",-0.12117331172299,-0.12070250500643,0.902749994661087,-1.89357144817821,1.69366725744653
"515",-0.120987132403636,-0.118401197411246,0.906234461050271,-1.92571019211692,1.66414403256719
"385",-0.120983166522821,-0.131104841161407,1.05471189306173,-2.2139199458396,1.95865538888604
"353",-0.119681533897166,-0.128586786562077,1.04977651865936,-2.19318766981954,1.95394367419056
"182",-0.118641268676245,-0.116105311351714,0.904575243688669,-1.89617292598245,1.68517199737923
"282",-0.117283878040135,-0.112004145818214,0.906561513283292,-1.97434044203234,1.61955741323314
"211",-0.107355841650337,-0.117419773134589,1.04801949780808,-2.16785997909219,1.97817002686138
"58",-0.0924147658788015,-0.0786573338955906,1.26738913266697,-2.65019447946205,2.38818974759887
"105",-0.0908637136853546,-0.0830387762684574,0.468339573804406,-1.01633364276261,0.854650316400059
"203",-0.0897646054783349,-0.0835069200181858,1.02423641479414,-2.15771210640409,1.8985339267809
"60",-0.0882630927842184,-0.0918856825242437,0.911274851552765,-1.91183521728123,1.69397663716575
"97",-0.0822929262950543,-0.0839193129311521,0.733406435930519,-1.53636162196096,1.36351774040344
"387",-0.078294487218638,-0.0598611237267677,1.27186826691366,-2.64815944401301,2.4108418761927
"535",-0.0772167463474452,-0.0682248488463007,0.487292471545841,-1.06341461987637,0.874098344807638
"294",-0.0758871517438192,-0.0706410306275122,0.466073094384299,-1.00912838910552,0.849912858918191
"511",-0.0683058397148386,-0.0967452940709527,1.32700826731143,-2.62290982180356,2.63851813874403
"87",-0.0653216187319383,-0.0587347094920106,0.4834097237384,-1.03321960514991,0.895808400962057
"532",-0.0650304542385474,-0.0661087735788454,0.91201845454427,-1.9043214240023,1.71027154053124
"434",-0.0566671751858548,-0.0509040061607759,0.653485902455031,-1.35390018389954,1.23146713185681
"80",-0.0556373788962775,-0.0533492917026133,0.815300093173224,-1.65752238834256,1.56226401642198
"371",-0.0510985794988905,-0.0455718158854894,0.653289568288254,-1.35136381057722,1.22985253403968
"194",-0.0509174257339618,-0.0446184558134617,0.653732661153946,-1.35035941936617,1.22972138154693
"127",-0.0462349004512349,-0.0414663831769125,0.653655476633235,-1.36577640558188,1.21572485749562
"514",-0.0429484288216462,-0.0469867094415815,0.929417653766852,-1.91242051823299,1.77454040707438
"525",-0.0421716642592826,-0.0454302472239343,0.929002087194894,-1.82955128825673,1.85170341866893
"11",-0.0400375340155583,-0.0434221843796601,0.915972414059477,-1.87345283228451,1.76297561033318
"315",-0.0361979703811256,-0.0381432184814211,0.940873705290614,-1.90932325583991,1.81460997559995
"461",-0.0358118831237456,-0.0332581962767826,0.485055131985028,-1.02863924730776,0.907405853365126
"529",-0.0326354804307027,-0.0361898980898961,0.925153438101478,-1.86805388662548,1.79964152147818
"420",-0.0302692226307544,-0.0335909239557781,0.746074028515342,-1.51162464445937,1.43895020102775
"279",-0.0250903505222285,-0.0207153773249038,0.949132568889667,-1.90677192428568,1.85872845919931
"162",-0.0241234318833452,-0.02978744045674,0.914547613302371,-1.8305933925858,1.7923056479258
"115",-0.0228025969318347,-0.0170383342264839,1.00711025126639,-2.02223396190483,1.96702840253953
"30",-0.0190935818364843,-0.0156949860151617,0.737486956689548,-1.46426523971239,1.44455093581743
"474",-0.0139595714605986,-0.0127721465904184,0.546807015395585,-1.08389815919352,1.07594928122551
"119",-0.0124045747167285,-0.0145882743397424,0.90386145514493,-1.80129743981925,1.76438667396895
"427",-0.0111591215224165,-0.0163060593180965,0.902893398384307,-1.79432772616127,1.78786151799595
"99",0.00230454875945112,0.00760091583978608,0.686934297354707,-1.35273926250025,1.36143404844165
"129",0.00304755153184548,0.00972474023053715,0.685389746598596,-1.32916841940409,1.37877112328162
"355",0.00391690016785603,-0.00280497380254441,0.904611510145871,-1.78229414838301,1.80060842783778
"403",0.00595772703662354,0.0112367616198072,1.00294544413064,-1.99706889133538,1.98251749016495
"246",0.00916120537575716,0.0153707162862672,0.775579610102682,-1.50923514297618,1.5723094971097
"426",0.0134749822332156,0.0169653925757948,0.772502439471436,-1.53256622787668,1.52780039980253
"460",0.0178185528812019,0.0137550920193379,0.602540542641725,-1.20010401967238,1.18566436210724
"167",0.0361362875803604,0.0376533910430173,1.02079878330341,-1.99377625659786,2.05899580711746
"199",0.0439235766892045,0.0409017497081875,0.476758726785378,-0.911862012423365,0.985584137513951
"521",0.0444752582730263,0.0394698762417233,0.477590602737982,-0.925625753753284,0.979512827235068
"107",0.0513038546865249,0.0482888909598466,0.474495816476227,-0.891407688716581,1.0072049531555
"128",0.0527556615844082,0.0535899101106128,0.876362665039853,-1.68365060300126,1.80217165649094
"440",0.056971125680448,0.0529751068507018,0.475064072170835,-0.871717302686069,1.02826892307563
"244",0.0595484398779042,0.0559505568213652,0.504740608581843,-0.933363025119123,1.06297457908466
"530",0.0599947017735181,0.0570474013558235,0.504006183902818,-0.942753452590633,1.04720389074811
"191",0.0609060236982363,0.0565660615745927,0.50531558660721,-0.941492736865046,1.05946796363759
"454",0.0694276984050417,0.0693010320652137,0.746937869687748,-1.42137004797814,1.53508976397149
"23",0.0743043228038988,0.0716105435615554,0.50407714494453,-0.924932198549055,1.06540696842458
"190",0.0743152226565175,0.067599590398498,0.481827079655929,-0.863452887930022,1.05349076714593
"363",0.0752931281776933,0.0715152998304396,0.825745154406043,-1.52701978167325,1.74826324991832
"73",0.0760075123490186,0.0728667808338558,0.503820263820962,-0.906739503354732,1.08817133163159
"224",0.0768674395859409,0.0726147952408242,1.19389772479353,-2.29138858516718,2.47346778982082
"46",0.0809297783835838,0.079815342363529,0.815203419159224,-1.50773420916863,1.73123655749073
"283",0.0834718207861541,0.0798854727836669,0.439652000819784,-0.807243235042928,0.944478975645685
"24",0.0837145269883047,0.0780141997045606,1.12952255150899,-2.18996651562249,2.31820871899361
